Residence,Region,Sub-Region,Period,Business,Pleasure,Visit Relatives,Conference,Study,Exhibition,Medical Treatment,Others,Unstated
Thailand,Asia,Southeast Asia,2015-12,698,10532,502,139,44,7,11,4627,0
Belgium,Europe,,2015-12,117,182,56,9,26,0,0,80,0
"Others, America",America,,2016-01,73,158,99,15,40,1,1,314,0
Canada,America,,2016-01,668,3933,1468,39,27,3,8,1510,0
United States of America,America,,2016-01,9046,11176,10792,314,265,18,38,6245,0
Mexico,America,,2016-01,58,71,16,10,4,2,0,68,0
Brazil,America,,2016-01,57,150,65,0,22,0,0,100,0
Argentina,America,,2016-01,13,52,32,1,3,0,0,73,0
Belgium,Europe,,2016-01,164,127,40,6,20,2,2,93,0
France,Europe,,2016-01,812,786,324,34,138,11,2,905,0
Germany,Europe,,2016-01,1677,1548,305,50,99,6,1,900,0
Italy,Europe,,2016-01,565,266,89,22,32,7,0,296,0
Netherlands,Europe,,2016-01,618,566,103,14,46,3,0,363,0
Switzerland,Europe,,2016-01,249,214,64,14,14,2,0,142,0
Spain,Europe,,2016-01,176,172,84,10,42,0,0,191,0
United Kingdom,Europe,,2016-01,1178,1516,367,61,24,16,0,1210,0
Austria,Europe,,2016-01,194,165,71,5,14,0,0,116,0
Greece,Europe,,2016-01,52,13,5,4,1,0,0,65,0
Sweden,Europe,,2016-01,223,192,48,9,21,1,0,173,0
Russian Federation,Europe,,2016-01,132,95,20,15,34,5,2,208,0
"Others, Europe",Europe,,2016-01,834,1102,154,48,91,24,2,1014,0
Australia,Oceania,,2016-01,653,4344,1789,123,65,23,6,1098,0
New Zealand,Oceania,,2016-01,99,579,353,15,8,2,0,275,0
"Others, Oceania",Oceania,,2016-01,28,24,7,3,2,0,51,42,0
S. Africa,Africa,,2016-01,58,60,60,1,3,4,0,219,0
Unstated,,,2016-01,3,32,2,0,0,0,0,166,0
"Others, Asia",Asia,,2016-01,180,101,52,52,19,0,22,309,0
"Others, Southeast Asia",Asia,Southeast Asia,2016-01,89,337,67,12,3,1,86,333,0
"Others, Africa",Africa,,2016-01,115,23,25,9,4,8,1,157,0
Thailand,Asia,Southeast Asia,2016-01,734,4168,296,117,43,11,8,3672,0
Vietnam,Asia,Southeast Asia,2016-01,491,808,1133,24,66,0,11,6904,0
HongKong. Macao,Asia,,2016-01,7831,78319,2604,799,160,7,198,3530,0
Mainland China,Asia,,2016-01,1317,317101,6538,52,425,5,2495,38476,0
"Korea,Republic of",Asia,,2016-01,5139,71950,1534,378,592,208,12,5827,0
India,Asia,,2016-01,996,139,56,92,24,2,8,1031,0
Japan,Asia,,2016-01,22381,107128,1629,737,303,48,10,10842,0
Middle East,Asia,,2016-01,766,413,46,27,5,5,2,272,0
Malaysia,Asia,Southeast Asia,2016-01,1750,16786,1005,302,58,29,53,2945,0
Singapore,Asia,Southeast Asia,2016-01,4004,16623,889,328,49,23,12,2406,0
Indonesia,Asia,Southeast Asia,2016-01,401,1715,576,126,22,14,25,11314,0
Philippines,Asia,Southeast Asia,2016-01,553,1941,286,129,19,2,21,9389,0
United Kingdom,Europe,,2016-02,747,1415,500,48,56,30,4,1673,0
France,Europe,,2016-02,588,922,546,37,267,10,0,1185,0
Germany,Europe,,2016-02,1293,1316,378,43,188,17,0,1066,0
Netherlands,Europe,,2016-02,515,393,112,24,49,3,0,419,0
Switzerland,Europe,,2016-02,186,213,119,4,17,2,0,170,0
Spain,Europe,,2016-02,159,191,65,10,48,5,0,248,0
Belgium,Europe,,2016-02,119,118,51,10,32,0,1,92,0
Austria,Europe,,2016-02,149,163,100,6,25,0,0,121,0
New Zealand,Oceania,,2016-02,115,286,251,13,6,6,0,251,0
Unstated,,,2016-02,1,22,4,0,0,0,0,762,0
"Others, Africa",Africa,,2016-02,52,23,17,2,35,1,2,258,0
S. Africa,Africa,,2016-02,65,33,62,0,1,0,0,401,0
"Others, Oceania",Oceania,,2016-02,19,28,7,0,4,0,44,86,0
"Others, America",America,,2016-02,62,140,106,9,49,5,0,693,0
Australia,Oceania,,2016-02,529,2196,1007,58,40,18,3,1307,0
"Others, Europe",Europe,,2016-02,615,1168,217,32,144,48,1,1174,0
Russian Federation,Europe,,2016-02,99,71,16,3,29,2,0,277,0
Sweden,Europe,,2016-02,150,176,50,5,45,3,0,184,0
Greece,Europe,,2016-02,33,12,6,0,2,0,0,65,0
Argentina,America,,2016-02,14,30,17,0,7,2,0,35,0
Italy,Europe,,2016-02,441,261,72,19,43,17,1,334,0
Mexico,America,,2016-02,33,57,9,1,17,1,0,72,0
Vietnam,Asia,Southeast Asia,2016-02,233,1401,743,26,135,6,9,12817,0
Thailand,Asia,Southeast Asia,2016-02,602,4757,766,115,153,30,7,4707,0
Philippines,Asia,Southeast Asia,2016-02,418,2337,394,131,45,8,8,7186,0
Indonesia,Asia,Southeast Asia,2016-02,263,1354,564,26,218,23,34,11284,0
Singapore,Asia,Southeast Asia,2016-02,2399,13373,1530,170,99,19,19,3695,0
Malaysia,Asia,Southeast Asia,2016-02,912,18335,1423,99,447,35,32,18112,0
Brazil,America,,2016-02,61,44,19,7,12,6,0,96,0
India,Asia,,2016-02,623,142,63,53,46,5,3,1608,0
Middle East,Asia,,2016-02,478,336,44,13,27,6,1,328,0
Canada,America,,2016-02,520,3138,1666,28,55,7,10,2128,0
"Korea,Republic of",Asia,,2016-02,3706,60465,1481,167,742,171,9,9666,0
"Others, Asia",Asia,,2016-02,95,92,61,10,44,11,21,469,0
"Others, Southeast Asia",Asia,Southeast Asia,2016-02,42,466,121,9,9,2,86,456,0
HongKong. Macao,Asia,,2016-02,5199,89278,5902,302,292,7,120,13331,0
Mainland China,Asia,,2016-02,882,335981,7043,39,7272,5,1449,52636,0
Japan,Asia,,2016-02,16555,93002,2192,459,594,44,4,20132,0
United States of America,America,,2016-02,5719,8908,11233,223,258,41,17,8106,0
Mainland China,Asia,,2016-03,1500,315359,5079,97,668,10,2691,38474,0
"Others, Southeast Asia",Asia,Southeast Asia,2016-03,123,497,102,81,9,27,108,403,0
"Others, Asia",Asia,,2016-03,243,133,48,254,24,31,18,310,0
United States of America,America,,2016-03,10380,14488,12976,724,353,79,31,6652,0
Mexico,America,,2016-03,98,102,23,8,5,8,1,68,0
Brazil,America,,2016-03,168,74,30,10,6,9,0,88,0
Argentina,America,,2016-03,36,16,10,3,3,11,0,41,0
"Others, America",America,,2016-03,143,141,63,42,57,8,1,273,0
Belgium,Europe,,2016-03,219,240,55,26,7,4,0,131,0
France,Europe,,2016-03,1080,1003,321,158,67,43,0,841,0
Canada,America,,2016-03,796,5481,2069,100,32,19,5,1752,0
Vietnam,Asia,Southeast Asia,2016-03,665,1529,1523,211,115,26,28,10340,0
HongKong. Macao,Asia,,2016-03,8470,146993,3712,797,278,19,219,4406,0
Germany,Europe,,2016-03,2159,3444,428,138,63,40,1,1193,0
Thailand,Asia,Southeast Asia,2016-03,1119,8793,503,306,235,125,8,4833,0
Philippines,Asia,Southeast Asia,2016-03,703,4725,346,511,45,56,28,7496,0
Indonesia,Asia,Southeast Asia,2016-03,535,2608,583,316,57,77,40,10010,0
Singapore,Asia,Southeast Asia,2016-03,4339,28779,1112,540,98,131,16,3362,0
Malaysia,Asia,Southeast Asia,2016-03,2006,39007,1221,455,106,187,90,4416,0
Middle East,Asia,,2016-03,895,579,61,68,15,29,2,299,0
India,Asia,,2016-03,1323,239,90,466,17,40,2,892,0
"Korea,Republic of",Asia,,2016-03,6073,43724,1248,536,417,284,9,4151,0
Japan,Asia,,2016-03,24458,158494,2156,1109,671,113,6,11737,0
Unstated,,,2016-03,7,27,3,3,0,0,0,2275,0
Italy,Europe,,2016-03,847,331,65,65,22,65,0,276,0
"Others, Africa",Africa,,2016-03,189,51,20,32,48,6,0,166,0
Switzerland,Europe,,2016-03,308,360,94,25,7,8,0,191,0
"Others, Oceania",Oceania,,2016-03,22,20,8,9,4,0,71,45,0
New Zealand,Oceania,,2016-03,207,304,244,34,3,14,2,226,0
Australia,Oceania,,2016-03,1054,3410,1215,232,20,107,7,1707,0
"Others, Europe",Europe,,2016-03,1002,1353,210,119,50,57,3,903,0
Russian Federation,Europe,,2016-03,187,99,25,22,8,23,0,170,0
Sweden,Europe,,2016-03,320,280,58,22,11,8,0,158,0
Greece,Europe,,2016-03,56,21,5,5,1,1,0,42,0
S. Africa,Africa,,2016-03,90,23,46,10,2,1,0,139,0
Netherlands,Europe,,2016-03,714,651,83,42,13,25,1,417,0
Austria,Europe,,2016-03,189,287,90,10,18,0,0,134,0
United Kingdom,Europe,,2016-03,1252,2110,638,143,52,58,1,1946,0
Spain,Europe,,2016-03,294,312,81,32,21,21,0,219,0
France,Europe,,2016-04,689,941,418,70,185,24,1,1626,0
Germany,Europe,,2016-04,1648,1226,187,69,81,15,2,1710,0
Italy,Europe,,2016-04,562,233,70,43,24,22,0,520,0
Netherlands,Europe,,2016-04,441,529,85,19,47,7,0,835,0
Switzerland,Europe,,2016-04,284,242,62,13,4,4,1,376,0
Spain,Europe,,2016-04,238,177,42,16,38,8,0,356,0
United Kingdom,Europe,,2016-04,909,1532,344,59,45,20,2,3041,0
Austria,Europe,,2016-04,162,128,41,7,8,3,0,211,0
New Zealand,Oceania,,2016-04,158,263,213,8,4,3,0,534,0
Australia,Oceania,,2016-04,776,2432,791,157,35,53,5,3231,0
Russian Federation,Europe,,2016-04,195,69,10,17,4,23,2,305,0
"Others, Europe",Europe,,2016-04,844,971,111,38,54,90,0,1601,0
Mainland China,Asia,,2016-04,1123,315610,4791,37,2339,11,4942,46714,0
Belgium,Europe,,2016-04,120,104,18,8,13,6,0,200,0
S. Africa,Africa,,2016-04,79,50,28,4,12,4,0,232,0
"Others, Oceania",Oceania,,2016-04,12,11,8,8,0,1,41,64,0
Greece,Europe,,2016-04,53,13,5,4,1,2,0,79,0
Sweden,Europe,,2016-04,233,197,46,8,35,2,0,358,0
United States of America,America,,2016-04,7063,10864,9102,416,214,49,28,14945,0
Argentina,America,,2016-04,18,15,3,2,3,3,0,46,0
Japan,Asia,,2016-04,15675,74962,1475,609,212,100,11,36425,0
"Korea,Republic of",Asia,,2016-04,4045,38774,1053,308,277,222,4,17985,0
India,Asia,,2016-04,909,205,63,80,5,86,3,1443,0
Middle East,Asia,,2016-04,839,364,47,36,32,68,1,553,0
Malaysia,Asia,Southeast Asia,2016-04,1559,24721,887,354,77,226,51,12682,0
Singapore,Asia,Southeast Asia,2016-04,3060,17933,750,290,72,119,14,9272,0
Indonesia,Asia,Southeast Asia,2016-04,392,1891,494,88,68,105,42,10728,0
"Others, America",America,,2016-04,147,144,45,40,30,13,0,447,0
Philippines,Asia,Southeast Asia,2016-04,490,2535,494,173,206,66,17,10695,0
Vietnam,Asia,Southeast Asia,2016-04,543,2461,1049,63,48,35,12,10986,0
"Others, Southeast Asia",Asia,Southeast Asia,2016-04,90,523,118,21,3,9,244,550,0
"Others, Asia",Asia,,2016-04,188,50,23,25,4,32,20,349,0
Canada,America,,2016-04,621,3795,1082,51,45,8,5,3676,0
"Others, Africa",Africa,,2016-04,185,32,11,34,9,27,0,176,0
Mexico,America,,2016-04,82,49,18,8,2,8,0,142,0
Brazil,America,,2016-04,90,56,25,5,3,1,0,199,0
Thailand,Asia,Southeast Asia,2016-04,662,9790,508,135,34,124,4,7070,0
Unstated,,,2016-04,3,33,3,0,0,0,0,966,0
HongKong. Macao,Asia,,2016-04,6820,95085,3018,595,165,16,241,4776,0
France,Europe,,2016-05,1055,980,292,79,203,69,0,752,0
Belgium,Europe,,2016-05,207,127,29,10,7,5,0,83,0
Germany,Europe,,2016-05,1788,1373,276,127,93,46,2,689,0
Italy,Europe,,2016-05,755,226,52,70,22,26,0,297,0
Netherlands,Europe,,2016-05,682,626,93,28,87,14,3,323,0
Switzerland,Europe,,2016-05,293,220,59,16,13,3,1,137,0
Spain,Europe,,2016-05,294,202,66,24,27,30,0,185,0
United Kingdom,Europe,,2016-05,1326,1641,289,97,42,38,1,1565,0
Austria,Europe,,2016-05,182,141,38,17,16,9,0,74,0
Greece,Europe,,2016-05,56,17,3,5,0,4,1,51,0
Sweden,Europe,,2016-05,314,177,23,11,46,14,0,152,0
Russian Federation,Europe,,2016-05,227,102,16,33,9,85,2,247,0
"Others, Europe",Europe,,2016-05,1053,1051,110,109,80,125,0,905,0
Australia,Oceania,,2016-05,965,2486,880,175,33,64,3,1634,0
New Zealand,Oceania,,2016-05,208,348,208,30,2,3,0,236,0
"Others, Oceania",Oceania,,2016-05,38,11,9,12,4,2,27,56,0
S. Africa,Africa,,2016-05,91,48,22,8,4,13,0,166,0
"Others, Africa",Africa,,2016-05,218,51,24,35,16,23,9,199,0
"Others, America",America,,2016-05,177,150,74,43,49,20,2,417,0
Unstated,,,2016-05,3,31,0,0,0,0,0,372,0
Argentina,America,,2016-05,53,23,10,1,3,16,0,37,0
Indonesia,Asia,Southeast Asia,2016-05,547,2618,758,135,67,138,37,10797,0
"Korea,Republic of",Asia,,2016-05,5515,51756,1393,432,423,324,2,4261,0
India,Asia,,2016-05,1245,305,102,197,61,92,5,1082,0
Middle East,Asia,,2016-05,1047,440,75,61,15,96,5,390,0
Malaysia,Asia,Southeast Asia,2016-05,1876,27420,1383,328,90,168,75,3900,0
Singapore,Asia,Southeast Asia,2016-05,4325,20955,1046,341,168,103,14,2541,0
Brazil,America,,2016-05,93,64,21,12,11,24,0,96,0
Philippines,Asia,Southeast Asia,2016-05,604,3316,467,242,44,50,16,10377,0
Thailand,Asia,Southeast Asia,2016-05,1038,8899,399,180,118,108,10,4960,0
Vietnam,Asia,Southeast Asia,2016-05,710,1591,1580,121,71,91,14,10496,0
"Others, Southeast Asia",Asia,Southeast Asia,2016-05,124,437,129,39,10,10,93,392,0
"Others, Asia",Asia,,2016-05,248,117,34,108,46,39,23,344,0
Canada,America,,2016-05,818,5418,1452,85,68,24,2,1623,0
HongKong. Macao,Asia,,2016-05,8137,109039,3096,680,158,22,212,3958,0
United States of America,America,,2016-05,9841,14088,12083,613,450,101,28,6894,0
Mexico,America,,2016-05,85,77,21,10,14,5,0,99,0
Japan,Asia,,2016-05,21667,102789,1401,998,329,159,11,18074,0
Mainland China,Asia,,2016-05,1469,265836,4626,93,1020,15,4200,49995,0
"Others, Southeast Asia",Asia,Southeast Asia,2016-06,105,406,138,29,10,20,115,388,0
"Others, Asia",Asia,,2016-06,156,141,57,82,17,25,24,266,0
Vietnam,Asia,Southeast Asia,2016-06,612,2022,1989,93,95,31,20,10872,0
Middle East,Asia,,2016-06,577,302,63,49,26,36,4,222,0
Malaysia,Asia,Southeast Asia,2016-06,1694,21701,1601,344,111,274,66,3955,0
Indonesia,Asia,Southeast Asia,2016-06,412,3328,1207,183,303,99,45,11452,0
Canada,America,,2016-06,609,2807,1140,71,69,15,7,1372,0
Mainland China,Asia,,2016-06,1252,220624,5127,53,659,3,2491,41269,0
HongKong. Macao,Asia,,2016-06,7718,125952,3869,723,362,27,205,4420,0
Philippines,Asia,Southeast Asia,2016-06,617,3176,371,290,44,152,13,9482,0
United States of America,America,,2016-06,7813,14729,16315,559,803,49,36,7104,0
Thailand,Asia,Southeast Asia,2016-06,887,4722,505,205,216,117,9,5096,0
Brazil,America,,2016-06,69,67,18,4,4,5,0,84,0
Singapore,Asia,Southeast Asia,2016-06,3613,24226,1443,362,92,182,14,4535,0
Mexico,America,,2016-06,50,64,17,4,7,0,1,60,0
Unstated,,,2016-06,2,14,4,1,0,0,0,108,0
"Others, Africa",Africa,,2016-06,102,21,42,15,18,15,0,167,0
S. Africa,Africa,,2016-06,56,63,54,10,3,1,0,165,0
"Others, Oceania",Oceania,,2016-06,16,73,41,8,6,0,34,47,0
New Zealand,Oceania,,2016-06,165,295,192,28,8,3,1,240,0
"Korea,Republic of",Asia,,2016-06,5842,48958,1408,586,390,395,7,4013,0
"Others, Europe",Europe,,2016-06,663,1120,140,92,65,41,1,900,0
Russian Federation,Europe,,2016-06,251,53,28,32,19,20,0,279,0
Sweden,Europe,,2016-06,168,269,97,9,14,4,1,117,0
Japan,Asia,,2016-06,23582,91458,1373,1010,312,200,7,12230,0
India,Asia,,2016-06,1005,287,77,141,23,45,4,1077,0
Austria,Europe,,2016-06,180,114,41,7,18,2,0,95,0
Argentina,America,,2016-06,21,18,19,1,3,0,0,22,0
Greece,Europe,,2016-06,38,21,4,3,0,3,0,41,0
"Others, America",America,,2016-06,106,188,118,20,21,28,2,357,0
Belgium,Europe,,2016-06,173,122,53,16,12,1,0,79,0
France,Europe,,2016-06,771,815,333,61,193,29,2,705,0
Germany,Europe,,2016-06,1683,1007,188,89,54,23,1,704,0
Australia,Oceania,,2016-06,787,2372,840,159,32,44,5,1085,0
Netherlands,Europe,,2016-06,554,435,61,22,28,3,0,351,0
United Kingdom,Europe,,2016-06,956,1402,281,63,45,10,1,1382,0
Spain,Europe,,2016-06,197,251,87,24,30,8,0,169,0
Switzerland,Europe,,2016-06,263,189,26,23,8,3,0,116,0
Italy,Europe,,2016-06,555,235,92,37,24,14,0,253,0
"Others, America",America,,2016-07,75,130,60,33,23,0,1,415,0
Argentina,America,,2016-07,10,17,1,3,3,0,0,32,0
Brazil,America,,2016-07,60,104,27,14,7,0,0,89,0
Mexico,America,,2016-07,52,58,31,5,26,0,0,142,0
United States of America,America,,2016-07,6638,12343,12130,416,431,33,21,10850,0
Canada,America,,2016-07,569,3521,1453,69,38,14,7,2475,0
"Others, Asia",Asia,,2016-07,151,85,40,59,14,3,13,430,0
Vietnam,Asia,Southeast Asia,2016-07,527,1906,1745,84,207,14,20,10929,0
Thailand,Asia,Southeast Asia,2016-07,676,4503,430,218,122,17,5,4310,0
Philippines,Asia,Southeast Asia,2016-07,489,2772,310,251,27,9,11,8405,0
Indonesia,Asia,Southeast Asia,2016-07,353,5033,823,80,167,62,27,10612,0
Singapore,Asia,Southeast Asia,2016-07,3511,12303,850,393,53,23,10,4250,0
Malaysia,Asia,Southeast Asia,2016-07,1372,15730,959,375,233,44,60,7394,0
Middle East,Asia,,2016-07,573,381,71,47,12,24,2,620,0
"Others, Southeast Asia",Asia,Southeast Asia,2016-07,97,474,159,18,32,3,65,458,0
Belgium,Europe,,2016-07,97,278,59,16,18,2,0,165,0
Germany,Europe,,2016-07,1288,1262,437,60,102,3,0,965,0
Italy,Europe,,2016-07,547,249,66,25,30,4,1,361,0
"Others, Europe",Europe,,2016-07,466,1342,173,71,91,28,4,1808,0
Russian Federation,Europe,,2016-07,226,81,15,26,34,8,0,294,0
Australia,Oceania,,2016-07,654,1977,718,152,51,14,3,1499,0
New Zealand,Oceania,,2016-07,119,282,179,33,5,2,0,323,0
"Others, Oceania",Oceania,,2016-07,11,35,12,5,9,6,47,76,0
S. Africa,Africa,,2016-07,37,63,59,13,2,0,0,272,0
France,Europe,,2016-07,626,1172,582,69,159,24,0,1101,0
"Others, Africa",Africa,,2016-07,150,33,31,24,15,4,1,253,0
Sweden,Europe,,2016-07,97,238,64,8,11,0,0,151,0
Greece,Europe,,2016-07,28,14,10,2,3,1,0,123,0
Austria,Europe,,2016-07,147,207,108,2,23,0,0,150,0
United Kingdom,Europe,,2016-07,926,1650,558,75,39,14,1,1788,0
Spain,Europe,,2016-07,156,314,118,18,42,4,0,247,0
Netherlands,Europe,,2016-07,467,861,176,23,19,3,0,536,0
HongKong. Macao,Asia,,2016-07,6817,132580,3919,572,338,6,192,5300,0
Switzerland,Europe,,2016-07,191,359,183,13,13,2,2,232,0
"Korea,Republic of",Asia,,2016-07,4606,54129,1578,360,495,213,7,10253,0
Unstated,,,2016-07,3,18,2,0,0,0,0,139,0
India,Asia,,2016-07,951,196,89,127,20,3,2,1372,0
Japan,Asia,,2016-07,21099,89690,1770,684,288,70,11,20183,0
Mainland China,Asia,,2016-07,1129,242097,8400,42,776,5,2422,44934,0
Vietnam,Asia,Southeast Asia,2016-08,528,2202,1540,74,170,18,17,12492,0
"Korea,Republic of",Asia,,2016-08,4916,64135,1686,469,602,331,2,5882,0
India,Asia,,2016-08,1120,400,79,128,30,79,0,1297,0
Middle East,Asia,,2016-08,624,421,60,47,36,37,4,372,0
Malaysia,Asia,Southeast Asia,2016-08,1815,13687,1008,364,278,103,54,6376,0
Singapore,Asia,Southeast Asia,2016-08,3984,11831,858,367,206,73,10,1836,0
Indonesia,Asia,Southeast Asia,2016-08,438,1975,689,126,313,49,56,11252,0
Philippines,Asia,Southeast Asia,2016-08,496,2768,331,170,33,54,24,9254,0
HongKong. Macao,Asia,,2016-08,7258,144324,3587,794,1085,7,191,6400,0
Mainland China,Asia,,2016-08,1254,189284,6794,47,1960,7,1759,47433,0
Brazil,America,,2016-08,66,65,14,6,26,0,0,160,0
Mexico,America,,2016-08,72,44,14,3,25,7,0,128,0
United States of America,America,,2016-08,7440,12283,10551,432,371,29,38,7740,0
